record_id,data_source,category,content,content_cleaned,content_length,quality_score,links,type,processed_date,original_index
204,wikipedia,lainnya,"Pramono Anung, Mantan Ketua HMT ITB, politikus, Sekjen PDI-P, Sekretaris Kabinet (era Jokowi)",pram anun mant ketu hmt itb poli sekj pdip sekr kabi era joko,93,70,/wiki/Pramono_Anung,li,2025-06-21,472
205,wikipedia,lokasi,"Purnomo Yusgiantoro,Menteri Energi dan Sumber Daya Mineral,Menteri Pertahanan Republik Indonesia, profesor ITB",purn yusg ener sumb daya mine pert repu indo prof itb,110,100,/wiki/Purnomo_Yusgiantoro /wiki/Menteri_Energi_dan_Sumber_Daya_Mineral_Republik_Indonesia /wiki/Menteri_Pertahanan_Republik_Indonesia,li,2025-06-21,473
206,wikipedia,lainnya,"Rachmat Witoelar, Mantan Menteri Negara Lingkungan Hidup",rach wito mant ment nega ling hidu,56,60,/wiki/Rachmat_Witoelar,li,2025-06-21,474
207,wikipedia,lokasi,"Ridwan Kamil, Gubernur Jawa Barat, Wali Kota Bandung 2013–2018",ridw kami gube jawa bara wali kota band 2013,62,80,/wiki/Ridwan_Kamil,li,2025-06-21,477
208,wikipedia,lainnya,"Riza Falepi, Anggota DPD RI 2009–2014, Wali KotaPayakumbuh",riza fale angg dpd ri 2009 wali kota,58,60,/wiki/Riza_Falepi /wiki/Payakumbuh,li,2025-06-21,479
209,wikipedia,lokasi,"Rizkan Chandra, Mantan CEO PT Semen Indonesia (Persero) Tbk",rizk chan mant ceo pt seme indo pers tbk,59,60,,li,2025-06-21,480
210,wikipedia,lainnya,"Rizal Ramli, Mantan Menko Perekonomian (Era Gus Dur), Menko Kemaritiman dan Sumberdaya (era Jokowi)",riza raml mant menk pere era gus dur menk kema sumb era joko,99,70,/wiki/Rizal_Ramli,li,2025-06-21,481
211,wikipedia,penelitian,"Roosseno Soerjohadikoesoemo, MantanMenteri Pekerjaan Umum, profesor ITB, UI,Institut Sains dan Teknologi Nasional",roos soer mant peke umum prof itb uiin sain tekn nasi,113,100,/wiki/Roosseno_Soerjohadikoesoemo /wiki/Menteri_Pekerjaan_Umum /wiki/Institut_Sains_dan_Teknologi_Nasional,li,2025-06-21,482
212,wikipedia,umum,"Rozik Boedioro Soetjipto, Mantan Menteri Negara Pekerjaan Umum",rozi boed soet mant ment nega peke umum,62,80,/wiki/Rozik_Boedioro_Soetjipto,li,2025-06-21,483
213,wikipedia,lainnya,"Sabda PS, Founder dan Chief Education Officer Zenius",sabd ps foun chie educ offi zeni,52,60,/w/index.php?title=Sabda_PS&action=edit&redlink=1,li,2025-06-21,484
214,wikipedia,lainnya,"Sakirman, petinggi Politbiro CCPKIdan kakak kandung dariSiswondo Parman(hilang)",saki peti poli ccpk kaka kand dari parm,79,60,/wiki/Sakirman /wiki/PKI /wiki/Siswondo_Parman,li,2025-06-21,486
215,wikipedia,lainnya,"Samaun Samadikun, Profesor, guru besar di bidang (mikro) elektronika, Mantan DirekturPAUME Pusat Mikroelektronika",sama sama prof guru besa bida mikr elek mant dire pusa mikr,113,80,/wiki/Samaun_Samadikun /w/index.php?title=PAUME_Pusat_Mikroelektronika&action=edit&redlink=1,li,2025-06-21,489
216,wikipedia,lainnya,"Sanyoto Sastrowardoyo, Mantan Menteri Negara Investasi, Kepala BKPM",sany sast mant ment nega inve kepa bkpm,67,60,/wiki/Sanyoto_Sastrowardoyo,li,2025-06-21,490
217,wikipedia,umum,"Sardjono Dipokusumo, MantanMenteri Pekerjaan Umum",sard dipo mant peke umum,49,60,/wiki/Sardjono_Dipokusumo /wiki/Menteri_Pekerjaan_Umum,li,2025-06-21,491
218,wikipedia,lainnya,"Sarwono Kusumaatmadja, Anggota DPD, Mantan Menteri Negara Pendayagunaan Aparatur Negara",sarw kusu angg dpd mant ment nega pend apar nega,87,60,/wiki/Sarwono_Kusumaatmadja,li,2025-06-21,492
219,wikipedia,akademik,"Satryo Brodjonegoro, Menteri Pendidikan Tinggi, Sains, dan Teknologi",satr brod ment pend ting sain tekn,68,80,/wiki/Satryo_Brodjonegoro,li,2025-06-21,493
220,wikipedia,lainnya,"Siswono Yudo Husodo, Mantan Menteri Perumahan Rakyat",sisw yudo huso mant ment peru raky,52,60,/wiki/Siswono_Yudo_Husodo,li,2025-06-21,495
221,wikipedia,akademik,"Soewandi Notokoesoemo, MantanMenteri Pengajaran, Pendidikan dan Kebudayaan",soew noto mant peng pend kebu,74,80,/wiki/Menteri_Pendidikan_dan_Kebudayaan,li,2025-06-21,497
222,wikipedia,penelitian,"Suharna Surapranata, MantanMenteri Negara Riset dan Teknologi Republik IndonesiaKabinet Indonesia Bersatu II",suha sura mant nega rise tekn repu indo indo bers ii,108,100,/wiki/Suharna_Surapranata /wiki/Menteri_Negara_Riset_dan_Teknologi_Republik_Indonesia /wiki/Kabinet_Indonesia_Bersatu_II,li,2025-06-21,500
223,wikipedia,lainnya,"Suharso Monoarfa, Anggota DPR RI, Menteri Perumahan Rakyat RI, Menteri Perecanaan Pembangunan Nasional/Kepala Bappenas RI.",suha mono angg dpr ri ment peru raky ri ment pere pemb nasi bapp ri,122,80,/wiki/Suharso_Monoarfa,li,2025-06-21,501
224,wikipedia,lokasi,"Suyadi, penciptaSi Unyil, sebuah film seri televisi Indonesia",suya penc unyi sebu film seri tele indo,61,80,/wiki/Suyadi /wiki/Si_Unyil,li,2025-06-21,502
225,wikipedia,lainnya,"Thomas DjamaluddinProfesor Peneliti Astronomi, Kepala LAPAN RI",thom djam pene astr kepa lapa ri,62,60,/wiki/Thomas_Djamaluddin,li,2025-06-21,505
226,wikipedia,lainnya,"Tjokorda Raka Sukawati, ahli konstruksi, penemu teknikSosrobahu",tjok raka suka ahli kons pene tekn,63,60,/wiki/Tjokorda_Raka_Sukawati /wiki/Sosrobahu,li,2025-06-21,507
227,wikipedia,akademik,"Wiranto Arismunandar, Mantan Menteri Pendidikan & Kebudayaan",wira aris mant ment pend kebu,60,80,/wiki/Wiranto_Arismunandar,li,2025-06-21,510
228,wikipedia,lainnya,"Yusuf Bilyarta Mangunwijaya, rohaniwan, novelis, aktivis HAM",yusu bily mang roha nove akti ham,60,60,/wiki/Yusuf_Bilyarta_Mangunwijaya,li,2025-06-21,513
229,wikipedia,lainnya,"Feiral Rizky Batubara, Pakar Investasi, Ketua Dewan Pembina AEAI",feir rizk batu paka inve ketu dewa pemb aeai,64,60,/w/index.php?title=Feiral_Rizky_Batubara&action=edit&redlink=1,li,2025-06-21,515
230,wikipedia,lokasi,"Juara pertama kategori robot terbang sayap tetap (fix wing), desain terbaik, dan presentasi terbaik dalam Kontes Robot Terbang Indonesia (KRTI) 2014 .[50]",juar pert kate robo terb saya teta fix wing desa terb pres terb kont robo terb indo krti 2014 50,154,100,#cite_note-60,li,2025-06-21,517
231,wikipedia,lainnya,"Merit Awards (runner up), Asia Pasific Information and Communication Technology Alliance (APICTA) Awards 2009 di Australia, 15–17 Desember 2009.[51]",meri awar runn up asia pasi info and comm tech alli apic awar 2009 aust 1517 dese 2009,148,80,#cite_note-61,li,2025-06-21,518
232,wikipedia,sejarah,Prangko peringatan 50 tahun Institut Teknologi Bandung,pran peri 50 tahu inst tekn band,54,80,"/wiki/Berkas:Stamps_of_Indonesia,_012-09.jpg",li,2025-06-21,521
233,wikipedia,sejarah,"^Dies Natalis TH Bandung selalu diperingati setiap tahun sejak Dies Natalisnya yang pertama pada tahun 1921, hingga Dies Natalis ke-21 tahun 1941.[4]Bahkan setelah TH ditutup dan berganti nama sekalipun, Dies Natalisnya selalu mengacu pada berdirinya TH tahun 1920, seperti pada tanggal 27 November 1948 di mana diperingati Dies Natalis ke-28Faculteit van Technische Wetenschap van de Universiteit van Indonesie[5]atau pada tanggal 23 Desember 1955 di mana diadakan Lustrum ke-7 (Dies ke-35).[6]Dari fakta-fakta sejarah tersebut, tanggal 3 Juli 1920 ditetapkan sebagai tanggal pendirian Institut Teknologi Bandung dan diperingati setiap tahun sebagai""Peringatan Ulang Tahun Perguruan/Pendidikan Tinggi Teknik di Indonesia"". Sedangkan tanggal 2 Maret 1959 ditetapkan sebagai tanggal peresmian nama Institut Teknologi di Kota Bandung dan diperingati setiap tahun sebagai""Peringatan Ulang Tahun Institut Teknologi Bandung""yang dituangkan dalam Keputusan Rektor ITB Nomor 267/SK/K01/OT/2008 tentang Pendirian dan Peresmian Nama ITB.",dies nata th band sela dipe seti tahu dies nata pert tahu 1921 dies nata ke21 tahu 1941 th ditu berg nama seka dies nata sela meng berd th tahu 1920 sepe tang 27 nove 1948 mana dipe dies nata ke28 van tech wete van de univ van indo tang 23 dese 1955 mana diad lust ke7 dies ke35 fakt seja ters tang 3 juli 1920 dite tang pend inst tekn band dipe seti tahu seba ulan tahu perg ting tekn indo seda tang 2 mare 1959 dite tang pere nama inst tekn kota band dipe seti tahu seba ulan tahu inst tekn band ditu kepu rekt itb nomo 267s pend pere nama itb,1028,100,#cite_ref-dies_7-0 #cite_note-ing4109-4 #cite_note-ing4812-5 #cite_note-ing5602-6,li,2025-06-21,526
234,wikipedia,sejarah,"^Pada tanggal 3 Juli 1920,sekolah tinggi pertamadi Hindia Belanda, yaituTechnische Hoogeschool(Sekolah Tinggi Teknik), yang dikenal dengan singkatan namanya THS didirikan di Bandung.[12]:6",tang 3 juli 1920 ting pert hind bela yait hoog ting tekn dike sing nama ths didi band,188,100,#cite_ref-jul_16-0 #cite_note-som-15,li,2025-06-21,529
235,wikipedia,sejarah,"^“… En reeds in het volgende jaar, in Juli 1920, werd de Technische Hoogeschool (TH), Indië's eerste instelling voor Hooger Onderwijs, plechtig geopend.” Terjemahan: “… Dan pada tahun berikutnya, pada bulan Juli 1920, Sekolah Tinggi Teknik yang merupakaninstitusi pendidikan tinggi pertamadiHindia Belandadiresmikan.”[13]:26",en reed in het volg jaar in juli 1920 werd de tech hoog th indi eers inst voor hoog onde plec geop terj tahu beri bula juli 1920 seko ting tekn meru pend ting pert bela,324,100,#cite_ref-reed_18-0 /wiki/Hindia_Belanda #cite_note-hoe-17,li,2025-06-21,530
236,wikipedia,umum,"^Mulai tanggal 1 Agustus 1935 PemerintahHindia Belandamengeluarkan aturan tentang penggunaan ejaan baru... di antaranya ejaan 'hoogeschool' menjadi 'hogeschool'. Namun tulisan ""Technische Hoogeschool te Bandoeng"" tidak berubah karena merupakan 'nama'/nomenklatur.[15]:51",mula tang 1 agus 1935 peme bela atur peng ejaa baru anta ejaa hoog menj hoge tuli tech hoog te band beru meru nama,270,100,#cite_ref-eja_21-0 /wiki/Hindia_Belanda #cite_note-gun-20,li,2025-06-21,531
237,wikipedia,mahasiswa,^Mahasiswa tingkat pertama Bagian Mesin dan Listrik disatukan karena perkuliahan yang ditempuh sama.,maha ting pert bagi mesi list disa perk dite sama,100,90,#cite_ref-mesin_22-0,li,2025-06-21,532
238,wikipedia,akademik,^Ketua Presidium: Prof. Ir.Soemono; Anggota: Prof. Ir.Goenarso; Prof. dr.Djoehana Wiradikarta(Ketua/Dekan FIPIA UI Bandung); Prof. Ir.Soetedjo(Ketua/Dekan FT UI Bandung); Panitera: Prof. Dr. Ir. R. M.Soemantri Brodjonegoro(Ketua Jurusan Teknologi Kimia).,ketu pres prof irso angg prof irgo prof drdj wira fipi ui band prof irso ft ui band pani prof dr ir r msoe brod juru tekn kimi,254,100,#cite_ref-presidium_47-0 /wiki/Soemono /wiki/Goenarso /wiki/Djoehana_Wiradikarta /wiki/Soetedjo_(akademisi) /wiki/Soemantri_Brodjonegoro,li,2025-06-21,533
239,wikipedia,lainnya,"^Ketua Rektorium: Dr.Soedjana Sapi'ie; Anggota: Prof. Dr.Moedomo Soedigdomarto; Prof. Ir.Wiranto Arismunandar, MSME; Ir.Djuanda Suraatmadja.",ketu rekt drso sapi angg prof drmo soed prof irwi aris msme irdj sura,140,80,#cite_ref-rektorium_49-0 /wiki/Soedjana_Sapi%27ie /wiki/Moedomo_Soedigdomarto /wiki/Wiranto_Arismunandar /wiki/Djuanda_Suraatmadja,li,2025-06-21,534
240,wikipedia,umum,"^ab""Keputusan Rektor ITB Nomor 324/SK/K01/OT/2008 tentang Penggunaan Lambang ITB"". Diarsipkan dariaslitanggal 2012-12-18. Diakses tanggal2012-06-02.",abke rekt itb nomo 324s peng lamb itb diar dari 2012 diak tang,148,100,#cite_ref-sk324_1-0 #cite_ref-sk324_1-1 https://archive.today/20121218143758/http://wrks.itb.ac.id/app/index.php?option=com_docman&task=doc_details&gid=82&Itemid=46 http://wrks.itb.ac.id/app/index.php?option=com_docman&task=doc_details&gid=82&Itemid=46,li,2025-06-21,537
241,wikipedia,umum,^abcKeputusan Rektor ITB Nomor 267/SK/K01/OT/2008 tentang Pendirian dan Peresmian Nama ITB.[pranala nonaktif permanen],abck rekt itb nomo 267s pend pere nama itbp nona perm,118,100,#cite_ref-sk267_2-0 #cite_ref-sk267_2-1 #cite_ref-sk267_2-2 http://wrks.itb.ac.id/app/index.php?option=com_docman&task=doc_details&gid=66&Itemid=46 /wiki/Wikipedia:Pranala_mati,li,2025-06-21,538
242,wikipedia,akademik,"^""Moto/slogan ITB"", dalam Buku Pedoman Format Penulisan Tesis Magister 2008 halaman 46, diunduh darihttp://www.sps.itb.ac.id/Diarsipkan2012-07-19 diWayback Machine..",moto itb buku pedo form penu tesi magi 2008 hala 46 diun dari diwa mach,165,100,#cite_ref-moto_3-0 http://www.sps.itb.ac.id/ https://web.archive.org/web/20120719004254/http://www.sps.itb.ac.id/ /wiki/Wayback_Machine,li,2025-06-21,539
243,wikipedia,sejarah,"^(Belanda)""Viering van den een en twintigsten verjaardag der Technische Hoogeschool te Bandoeng"", artikel dalam Majalah""De ingenieur in Nederlandsch-Indie""edisi September 1941, Tahun ke-8 No.9.",bela van den een en twin verj der tech hoog te band arti maja inge in nede sept 1941 tahu ke8 no9,193,100,#cite_ref-ing4109_4-0,li,2025-06-21,540
244,wikipedia,sejarah,"^ab(Belanda)""Dies natalis van de Faculteit van Technische Wetenschap van de Universiteit van Indonesië"", artikel dalam Majalah""De ingenieur in Indonesie""edisi Desember 1948, Tahun ke-1 No.2.",abbe nata van de facu van tech wete van de univ van indo arti maja inge in indo dese 1948 tahu ke1 no2,190,100,#cite_ref-ing4812_5-0 #cite_ref-ing4812_5-1,li,2025-06-21,541
245,wikipedia,sejarah,"^(Belanda)""De herdenking van de opening der Technische Hogeschool te Bandung"", artikel dalam Majalah""De ingenieur in Indonesie""edisi Februari 1956, Tahun ke-8 No.1.",bela herd van de open der tech hoge te band arti maja inge in indo febr 1956 tahu ke8 no1,164,100,#cite_ref-ing5602_6-0,li,2025-06-21,542
246,wikipedia,lainnya,"^abcdefghi""Fakta dan Angka ITB"". Diarsipkan dariaslitanggal 2015-07-19. Diakses tanggal2012-06-02.",abcd angk itb diar dari 2015 diak tang,98,60,#cite_ref-fct_8-0 #cite_ref-fct_8-1 #cite_ref-fct_8-2 #cite_ref-fct_8-3 #cite_ref-fct_8-4 #cite_ref-fct_8-5 #cite_ref-fct_8-6 #cite_ref-fct_8-7 #cite_ref-fct_8-8 https://web.archive.org/web/20150719125324/http://www.itb.ac.id/about-itb/facts http://www.itb.ac.id/about-itb/facts,li,2025-06-21,543
247,wikipedia,sejarah,^Peraturan Pemerintah Nomor 65 Tahun 2013 tentang STATUTA INSTITUT TEKNOLOGI BANDUNG.,pera peme nomo 65 tahu 2013 stat inst tekn band,85,90,#cite_ref-pp65_11-0,li,2025-06-21,544
248,wikipedia,lainnya,"^Kesalahan pengutipan: Tag<ref>tidak sah; 
tidak ditemukan teks untuk ref bernamaabet",kesa peng tagr sah dite teks ref bern,85,60,#cite_ref-abet_12-0,li,2025-06-21,545
249,wikipedia,lainnya,"^""Accredited Programs ABET - ITB"". Diarsipkan dariaslitanggal 2013-02-09. Diakses tanggal2012-09-07.",accr prog abet itb diar dari 2013 diak tang,100,60,#cite_ref-abetitb_13-0 https://web.archive.org/web/20130209030533/http://main.abet.org/aps/AccreditedProgramsDetails.aspx?OrganizationID=7120 http://main.abet.org/aps/AccreditedProgramsDetails.aspx?OrganizationID=7120,li,2025-06-21,546
250,wikipedia,akademik,"^""Status Akreditasi Internasional Prodi ITB"". Diarsipkan dariaslitanggal 2023-03-18. Diakses tanggal2015-08-08.",stat akre inte prod itb diar dari 2023 diak tang,111,90,#cite_ref-spm_14-0 https://web.archive.org/web/20230318082846/https://spm.itb.ac.id/spme/daftar-program-studi-terakreditasi-internasional/?lang=en http://www.spm.itb.ac.id/?page_id=248&lang=en,li,2025-06-21,547
251,wikipedia,sejarah,"^Somadikarta, S. (1999).Tahun emas Universitas Indonesia, Jilid 1: Dari Balai ke Universitas. Jakarta: Penerbit Universitas Indonesia (UI-Press).",soma s 1999 emas univ indo jili 1 bala univ jaka pene univ indo uipr,145,100,#cite_ref-som_15-0,li,2025-06-21,548
252,wikipedia,lainnya,"^(Belanda)Hoe het groide: Het onderwijs in Nederlandsch-Indië, Januari-Februari 1941.Diarsipkan2013-07-02 diWayback Machine.",bela het groi het onde in nede janu 1941 diwa mach,124,80,#cite_ref-hoe_17-0 http://62.41.28.253/cgi-bin/imageserver/imageserver.pl?oid=FFHBID19410901-001-1941-0008&key=&getpdf=true https://web.archive.org/web/20130702101442/http://62.41.28.253/cgi-bin/imageserver/imageserver.pl?oid=FFHBID19410901-001-1941-0008&key=&getpdf=true /wiki/Wayback_Machine,li,2025-06-21,549
253,wikipedia,lainnya,"^""Prof. Reini Wirahadikusumah Terpilih Sebagai Rektor ITB 2020-2025"".itb.ac.id. 8 November 2019. Diarsipkan dariaslitanggal 2019-12-31. Diakses tanggal31 Desember2019.",prof rein wira terp rekt itb 2020 8 nove 2019 diar dari 2019 diak tang dese,167,80,#cite_ref-19 https://web.archive.org/web/20191231042944/https://www.itb.ac.id/news/read/57329/home/prof-reini-wirahadikusumah-terpilih-sebagai-rektor-itb-2020-2025 https://www.itb.ac.id/news/read/57329/home/prof-reini-wirahadikusumah-terpilih-sebagai-rektor-itb-2020-2025,li,2025-06-21,550
254,wikipedia,sejarah,"^Goenarso (1995).Riwayat perguruan tinggi teknik di Indonesia, periode 1920-1942. Bandung: Penerbit ITB.",goen 1995 perg ting tekn indo peri 1920 band pene itb,104,100,#cite_ref-gun_20-0,li,2025-06-21,551
255,wikipedia,lokasi,"^Sakri, A. (1979a).Dari TH ke ITB: Kenang-kenangan lustrum keempat 2 Maret 1979, Jilid 1: Selintas perkembangan ITB. Bandung: Penerbit ITB.",sakr a 1979 th itb kena lust keem 2 mare 1979 jili 1 seli perk itb band pene itb,139,100,#cite_ref-saka_23-0,li,2025-06-21,552
256,wikipedia,fasilitas,"^Yulianti, Cicin.""ITB Pindahkan Kegiatan TPB ke Kampus Jatinangor, Apa Alasannya?"".detikedu. Diakses tanggal2024-07-28.",yuli cici pind kegi tpb kamp jati apa alas diak tang,119,100,#cite_ref-24 https://www.detik.com/edu/perguruan-tinggi/d-6645065/itb-pindahkan-kegiatan-tpb-ke-kampus-jatinangor-apa-alasannya,li,2025-06-21,553
257,wikipedia,lokasi,"^(Inggris)""Bandung Institute of Technology: Science and Technology Schools"". Diarsipkan dariaslitanggal 2016-03-10.",ingg inst of tech scie and tech scho diar dari 2016,115,100,#cite_ref-asia2000_25-0 https://web.archive.org/web/20160310062536/http://edition.cnn.com/ASIANOW/asiaweek/features/universities2000/scitech/21.html http://edition.cnn.com/ASIANOW/asiaweek/features/universities2000/scitech/21.html,li,2025-06-21,554
258,wikipedia,lainnya,"^""Data Keketatan ITB-2013"". Diarsipkan dariaslitanggal 2016-03-11.",data keke itb2 diar dari 2016,66,60,#cite_ref-26 https://web.archive.org/web/20160311040924/https://www.scribd.com/doc/176278507/Data-Keketatan-Itb-2013 https://www.scribd.com/doc/176278507/Data-Keketatan-Itb-2013,li,2025-06-21,555
259,wikipedia,lainnya,"^(Inggris)""Top 100 – Lowest Acceptance Rates"". Diarsipkan dariaslitanggal 2011-09-26.",ingg 100 lowe acce rate diar dari 2011,85,60,#cite_ref-27 https://web.archive.org/web/20110926133436/http://colleges.usnews.rankingsandreviews.com/best-colleges/rankings/lowest-acceptance-rate http://colleges.usnews.rankingsandreviews.com/best-colleges/rankings/lowest-acceptance-rate,li,2025-06-21,556
260,wikipedia,lainnya,"^""ITB Raih Rata-rata UTBK Tertinggi dalam SNBT 2023"". Diarsipkan dariaslitanggal 2023-07-10.",itb raih rata utbk tert snbt 2023 diar dari 2023,92,70,"#cite_ref-28 https://web.archive.org/web/20230710155240/https://www.itb.ac.id/berita/itb-raih-rata-rata-utbk-tertinggi-dalam-snbt-2023/59541 https://www.itb.ac.id/berita/itb-raih-rata-rata-utbk-tertinggi-dalam-snbt-2023/59541#:~:text=Institut%20Teknologi%20Bandung,-Tentang%20ITB&text=Ketua%20Panitia%20Seleksi%20Nasional%20Penerimaan,sendiri%20meraih%20skor%20816%2C40.",li,2025-06-21,557
261,wikipedia,administrasi,"^""Hasil UTBK 2022: Total Pendaftar, Skor Tertinggi, dan PTN Favorit"". Diarsipkan dariaslitanggal 2023-07-10.",hasi utbk 2022 tota pend skor tert ptn favo diar dari 2023,108,100,#cite_ref-SBMPTN_2022_29-0 https://web.archive.org/web/20230710155643/https://www.brainacademy.id/blog/data-statistik-utbk-sbmptn-2022 https://www.brainacademy.id/blog/data-statistik-utbk-sbmptn-2022,li,2025-06-21,558
262,wikipedia,administrasi,"^""Daftar 20 PTN dengan Rerata Tertinggi SBMPTN 2021 Saintek dan Soshum"". Diarsipkan dariaslitanggal 2023-07-10.",daft 20 ptn rera tert sbmp 2021 sain sosh diar dari 2023,111,100,#cite_ref-SBMPTN_2021_30-0 https://web.archive.org/web/20230710155812/https://www.kompas.com/edu/read/2021/06/14/165304771/daftar-20-ptn-dengan-rerata-tertinggi-sbmptn-2021-saintek-dan-soshum?page=all https://www.kompas.com/edu/read/2021/06/14/165304771/daftar-20-ptn-dengan-rerata-tertinggi-sbmptn-2021-saintek-dan-soshum?page=all,li,2025-06-21,559
263,wikipedia,lainnya,"^""12 Perguruan Tinggi Negeri dengan Rata-Rata Nilai UTBK Tertinggi 2020"". Diarsipkan dariaslitanggal 2023-07-10.",12 perg ting nege rata nila utbk tert 2020 diar dari 2023,112,80,#cite_ref-SBMPTN_2020_31-0 https://web.archive.org/web/20230710160249/https://akupintar.id/info-pintar/-/blogs/12-perguruan-tinggi-negeri-dengan-rata-rata-nilai-utbk-tertinggi https://akupintar.id/info-pintar/-/blogs/12-perguruan-tinggi-negeri-dengan-rata-rata-nilai-utbk-tertinggi,li,2025-06-21,560
264,wikipedia,administrasi,"^""Daftar 10 PTN dengan Nilai SBMPTN 2019 Tertinggi, ada ITB, UI dan UPNVJ"". Diarsipkan dariaslitanggal 2020-07-10.;",daft 10 ptn nila sbmp 2019 tert itb ui upnv diar dari 2020,115,100,"#cite_ref-32 https://web.archive.org/web/20230710160637/https://www.upnvj.ac.id/id/berita/2019/07/daftar-10-ptn-dengan-nilai-sbmptn-2019-tertinggi-ada-itb-ui-dan-upnvj.html https://www.upnvj.ac.id/id/berita/2019/07/daftar-10-ptn-dengan-nilai-sbmptn-2019-tertinggi-ada-itb-ui-dan-upnvj.html#:~:text=Kemenristekdikti%20mendata%20Perguruan%20Tinggi%20Negeri,Disusul%20Universitas%20Indonesia%20(UI).",li,2025-06-21,561
265,wikipedia,administrasi,"^""Daftar PTN dengan Nilai Tertinggi di SBMPTN 2018, ITB Ungguli UI"". Diarsipkan dariaslitanggal 2018-07-03.",daft ptn nila tert sbmp 2018 itb ungg ui diar dari 2018,107,100,#cite_ref-SBMPTN_2018_33-0 https://web.archive.org/web/20180703100628/https://news.okezone.com/read/2018/07/03/65/1917249/daftar-ptn-dengan-nilai-tertinggi-di-sbmptn-2018-itb-ungguli-ui https://news.okezone.com/read/2018/07/03/65/1917249/daftar-ptn-dengan-nilai-tertinggi-di-sbmptn-2018-itb-ungguli-ui,li,2025-06-21,562
266,wikipedia,lainnya,"^""10 PTN dengan Nilai Peserta SBMPTN Tertinggi"". Diarsipkan dariaslitanggal 2017-11-10.",10 ptn nila pese sbmp tert diar dari 2017,87,60,#cite_ref-SBMPTN_2017_34-0 https://web.archive.org/web/20171110073607/https://news.okezone.com/read/2017/06/12/65/1713928/10-ptn-dengan-nilai-peserta-sbmptn-tertinggi https://news.okezone.com/read/2017/06/12/65/1713928/10-ptn-dengan-nilai-peserta-sbmptn-tertinggi,li,2025-06-21,563
267,wikipedia,lainnya,"^""Hasil SBMPTN 2016, ITB dan UI Nomor Satu"". Diarsipkan dariaslitanggal 2016-06-29.",hasi sbmp 2016 itb ui nomo satu diar dari 2016,83,70,#cite_ref-SBMPTN_2016_35-0 https://web.archive.org/web/20160629190938/http://news.okezone.com/read/2016/06/28/65/1427265/hasil-sbmptn-2016-itb-dan-ui-nomor-satu http://news.okezone.com/read/2016/06/28/65/1427265/hasil-sbmptn-2016-itb-dan-ui-nomor-satu,li,2025-06-21,564
268,wikipedia,lainnya,"^""Nilai Nasional SBMPTN 2015"". Diarsipkan dariaslitanggal 2023-07-10.",nila nasi sbmp 2015 diar dari 2023,69,60,#cite_ref-SBMPTN_2015_36-0 https://web.archive.org/web/20230710153601/https://www.semarangbisnis.com/2016/01/nilai-nasional-sbmptn-2015.html https://www.semarangbisnis.com/2016/01/nilai-nasional-sbmptn-2015.html,li,2025-06-21,565
269,wikipedia,lainnya,"^""Peringkat SBMPTN 2014"". Diarsipkan dariaslitanggal 2020-06-07.",peri sbmp 2014 diar dari 2020,64,60,#cite_ref-37 https://web.archive.org/web/20200607073549/https://aceh.tribunnews.com/2014/07/17/1986-orang-lulus-sbmptn-di-unsyiah https://aceh.tribunnews.com/2014/07/17/1986-orang-lulus-sbmptn-di-unsyiah,li,2025-06-21,566
270,wikipedia,lainnya,"^abcd""Passing Grade Rata-rata 10 Besar PTN pada SNMPTN/SBMPTN 2010-2013"". Diarsipkan dariaslitanggal 2015-07-26.;",abcd grad rata 10 besa ptn snmp 2010 diar dari 2015,113,80,#cite_ref-PG_2010-2013_38-0 #cite_ref-PG_2010-2013_38-1 #cite_ref-PG_2010-2013_38-2 #cite_ref-PG_2010-2013_38-3 https://web.archive.org/web/20150512180125/https://rinaldimunir.wordpress.com/2014/01/08/passing-grade-rata-rata-10-besar-ptn-pada-snmptnsbmptn-2010-2013/ https://rinaldimunir.wordpress.com/2014/01/08/passing-grade-rata-rata-10-besar-ptn-pada-snmptnsbmptn-2010-2013/,li,2025-06-21,567
271,wikipedia,sejarah,"^abc""""Beberapa informasi tentang ITB"" oleh Rektor ITB pada Temu Awal Tahun Akademik 2009/2010 tanggal 31 Agustus 2009""(PDF). Diarsipkan dariasli(PDF)tanggal 2010-12-29.",abcb info itb rekt itb temu awal tahu akad 2009 tang 31 agus 2009 diar dari 2010,168,100,#cite_ref-Pidato_Rektor_2009_39-0 #cite_ref-Pidato_Rektor_2009_39-1 #cite_ref-Pidato_Rektor_2009_39-2 https://web.archive.org/web/20101229204243/http://www.itb.ac.id/files/74/20090908/Pidato%20Rektor%20ITB%20pada%20Temu%20Awal%20Tahun%202009-2010.pdf http://www.itb.ac.id/files/74/20090908/Pidato%20Rektor%20ITB%20pada%20Temu%20Awal%20Tahun%202009-2010.pdf,li,2025-06-21,568
272,wikipedia,lainnya,"^""Salinan arsip"". Diarsipkan dariaslitanggal 2014-05-29. Diakses tanggal2012-07-15.",sali arsi diar dari 2014 diak tang,83,60,#cite_ref-40 https://web.archive.org/web/20140529001014/http://www.4icu.org/id/ http://www.4icu.org/id/,li,2025-06-21,569
